filing_date,trade_date,insider_name,title,trade_type,price,quantity,ownership,ownership_change,value
2024-06-03 18:31:26,2024-05-30,Levinson Arthur D,Dir,S - Sale,191.58,-75000.0,4415576.0,-2.0,-14368500.0
2024-05-17 18:30:33,2024-05-15,Kondo Chris,Principal Accounting Officer,S - Sale,190.4,-4999.0,29278.0,-15.0,-951785.0
2024-04-15 18:31:11,2024-04-11,Williams Jeffrey E,COO,S - Sale,172.22,-59162.0,489944.0,-11.0,-10188880.0
2024-04-15 18:30:24,2024-04-11,Maestri Luca,SVP CFO,S - Sale,174.12,-53194.0,107788.0,-33.0,-9261933.0
2024-04-03 18:33:14,2024-04-02,O'Brien Deirdre,SVP,S - Sale+OE,168.91,-54732.0,136572.0,-29.0,-9244782.0
2024-04-03 18:31:43,2024-04-01,Cook Timothy D,CEO,S - Sale+OE,169.33,-196410.0,3280180.0,-6.0,-33258614.0
2024-04-03 18:30:48,2024-04-02,Adams Katherine L.,SVP GC Secretary,S - Sale+OE,168.9,-54732.0,293393.0,-16.0,-9244235.0
2024-03-01 18:34:41,2024-02-29,Levinson Arthur D,Dir,S - Sale+OE,180.94,-100000.0,4490576.0,-2.0,-18094000.0
2023-12-01 18:32:18,2023-11-29,Kondo Chris,Principal Accounting Officer,S - Sale,192.0,-5513.0,29174.0,-16.0,-1058496.0
2023-11-20 18:31:21,2023-11-17,Adams Katherine L.,SVP GC Secretary,S - Sale,188.79,-123448.0,293266.0,-30.0,-23305748.0
2023-11-14 18:31:09,2023-11-10,Kondo Chris,Principal Accounting Officer,S - Sale,184.04,-4806.0,34687.0,-12.0,-884496.0
2023-10-10 18:31:19,2023-10-06,Williams Jeffrey E,COO,S - Sale,177.0,-69785.0,489817.0,-12.0,-12351945.0
2023-10-10 18:30:21,2023-10-06,Maestri Luca,SVP CFO,S - Sale,178.29,-63695.0,107661.0,-37.0,-11356182.0
2023-10-03 21:08:18,2023-10-03,O'Brien Deirdre,SVP,S - Sale+OE,172.11,-65536.0,136445.0,-32.0,-11279673.0
2023-10-03 21:04:27,2023-10-03,Cook Timothy D,CEO,S - Sale+OE,172.5,-240569.0,3280053.0,-7.0,-41498284.0
2023-10-03 21:02:35,2023-10-03,Adams Katherine L.,SVP GC Secretary,S - Sale+OE,172.09,-65536.0,416714.0,-14.0,-11278365.0
2023-08-08 18:30:28,2023-08-07,O'Brien Deirdre,SVP,S - Sale+OE,178.56,-15419.0,136445.0,-10.0,-2753217.0
2023-05-10 18:30:22,2023-05-08,Kondo Chris,Principal Accounting Officer,S - Sale,173.26,-4092.0,33946.0,-11.0,-708980.0
2023-04-17 18:31:10,2023-04-13,Maestri Luca,SVP CFO,S - Sale,165.25,-69996.0,107661.0,-39.0,-11566839.0
2023-04-10 18:30:24,2023-04-06,Maestri Luca,SVP CFO,S - Sale,164.92,-200.0,177657.0,0.0,-32984.0
2023-04-04 18:34:40,2023-04-04,Williams Jeffrey E,COO,S - Sale+OE,166.11,-77817.0,489816.0,-14.0,-12926379.0
2023-04-04 18:33:48,2023-04-03,O'Brien Deirdre,SVP,S - Sale+OE,165.41,-43622.0,136444.0,-24.0,-7215444.0
2023-04-04 18:31:55,2023-04-03,Cook Timothy D,CEO,S - Sale+OE,165.17,-56072.0,3280052.0,-2.0,-9261353.0
2023-04-04 18:31:03,2023-04-03,Adams Katherine L.,SVP GC Secretary,S - Sale+OE,165.3,-72225.0,425213.0,-15.0,-11938880.0
2023-03-24 18:31:12,2023-03-22,Williams Jeffrey E,COO,S - Sale,159.76,-187730.0,489816.0,-28.0,-29991745.0
2022-11-23 18:30:27,2022-11-22,Kondo Chris,Principal Accounting Officer,S - Sale,148.72,-20200.0,31505.0,-39.0,-3004144.0
2022-11-01 18:30:34,2022-10-28,Maestri Luca,SVP CFO,S - Sale,155.95,-176299.0,110673.0,-61.0,-27493275.0
2022-10-18 18:33:15,2022-10-17,O'Brien Deirdre,SVP,S - Sale+OE,142.45,-8053.0,136290.0,-6.0,-1147150.0
2022-10-04 22:05:07,2022-10-03,O'Brien Deirdre,SVP,S - Sale+OE,142.16,-176299.0,136290.0,-56.0,-25062882.0
2022-10-04 22:02:25,2022-10-03,Adams Katherine L.,SVP GC Secretary,S - Sale+OE,141.41,-181139.0,427334.0,-30.0,-25615117.0
2022-08-22 18:43:18,2022-08-17,Maestri Luca,SVP CFO,S - Sale,174.96,-96735.0,110673.0,-47.0,-16924259.0
2022-08-19 18:30:27,2022-08-17,Maestri Luca,SVP CFO,S - Sale,174.96,-96735.0,110673.0,-47.0,-16924259.0
2022-08-05 18:30:49,2022-08-03,Adams Katherine L.,SVP GC Secretary,S - Sale,164.77,-25000.0,427334.0,-6.0,-4119155.0
2022-05-06 18:30:57,2022-05-04,Adams Katherine L.,SVP GC Secretary,S - Sale,161.72,-25000.0,452334.0,-5.0,-4042888.0
2022-04-19 18:31:54,2022-04-18,O'Brien Deirdre,SVP,S - Sale+OE,164.91,-8000.0,136290.0,-6.0,-1319305.0
2022-04-05 18:33:35,2022-04-04,Williams Jeffrey E,COO,S - Sale+OE,177.76,-105901.0,489662.0,-18.0,-18824389.0
2022-04-05 18:32:41,2022-04-04,O'Brien Deirdre,SVP,S - Sale+OE,177.77,-29198.0,136290.0,-18.0,-5190427.0
2022-02-07 18:30:37,2022-02-03,Adams Katherine L.,SVP GC Secretary,S - Sale,174.78,-25000.0,419715.0,-6.0,-4369548.0
2022-02-03 18:35:50,2022-02-01,Levinson Arthur D,Dir,S - Sale+OE,173.29,-1986.0,4588724.0,0.0,-344154.0
2021-11-16 18:30:25,2021-11-12,Kondo Chris,Principal Accounting Officer,S - Sale,150.0,-9005.0,37197.0,-19.0,-1350750.0
2021-11-03 18:31:28,2021-11-01,Adams Katherine L.,SVP GC Secretary,S - Sale,148.68,-25000.0,447993.0,-5.0,-3716895.0
2021-10-21 18:30:48,2021-10-19,Maestri Luca,SVP CFO,S - Sale,148.62,-165829.0,110501.0,-60.0,-24645506.0
2021-10-19 18:31:45,2021-10-18,O'Brien Deirdre,SVP,S - Sale+OE,146.35,-18247.0,136118.0,-12.0,-2670391.0
2021-10-05 18:44:42,2021-10-04,Williams Jeffrey E,COO,S - Sale+OE,138.83,-165829.0,489490.0,-25.0,-23022040.0
2021-10-05 18:43:32,2021-10-04,O'Brien Deirdre,SVP,S - Sale+OE,138.83,-89437.0,136118.0,-40.0,-12416539.0
